Id	Text	Label	Entities	Entities_Details
1236481465262751744	coronavirus kills two florida residents in the first east coast deaths attributed to outbreak - daily mail coronavirus kills two florida residents in the first east coast deaths attributed to outbreak daily mailco… httpurl #news #worldnews #googlenews httpurl	INFORMATIVE	CARDINAL GPE ORDINAL LOC DATE CARDINAL GPE ORDINAL LOC DATE MONEY	two/CARDINAL florida/GPE first/ORDINAL east_coast/LOC daily/DATE two/CARDINAL florida/GPE first/ORDINAL east_coast/LOC daily/DATE #news_#/MONEY
1247048925011259392	pink donates $1 million after revealing she's recovered from coronavirus on friday, pink became the latest celebrity to reveal she contracted covid-19. in two tweets and an instag httpurl httpurl	INFORMATIVE	MONEY DATE GPE CARDINAL	$1_million/MONEY friday/DATE covid-19/GPE two/CARDINAL
1236381673941544962	@user @user mt @user chinese doctors say autopsies of #coronavirus victims suggest the deadly illness is “like a combination of sars and aids” that can cause “irreversible” lung damage even if the patient recovers. more evidence. #covid19 httpurl	UNINFORMATIVE	NORP CARDINAL	chinese/NORP #/CARDINAL
1241810810520862722	@user @user apparently he/she had some underlying condition. nhs england said: “all the 37 people aged between 18 and 102 who died in england after testing positive for coronavirus were in vulnerable groups including with underlying conditions.”	INFORMATIVE	ORG CARDINAL DATE GPE	nhs_england/ORG 37/CARDINAL between_18_and_102/DATE england/GPE
1245948975187759104	one #coronavirus patient has recovered and has been discharged from a government hospital in kakinada, andhra pradesh today. he had foreign travel history, reports ani. #covid19 #coronavirusoutbreak #coronaviruspandemic #coronavirusinindia live updates: httpurl httpurl	INFORMATIVE	CARDINAL GPE ORG DATE MONEY GPE	one/CARDINAL kakinada/GPE andhra_pradesh/ORG today/DATE #covid19_#coronavirusoutbreak_#/MONEY coronavirusinindia/GPE
1245884046833356802	imagine how many ceo and corporation bludgers will be weeded out and die with covid-19 !	UNINFORMATIVE	GPE	covid-19/GPE
1248726799074222080	atl, it’s time to #riseup for our community! get your #washforatl t-shirt &amp; support the greater atlanta covid-19 response and recovery fund: httpurl @user @user @user httpurl	UNINFORMATIVE	ORG GPE	atl/ORG atlanta_covid-19/GPE
1247553082453405696	broadband breakfast live online on wednesday, april 8, at 12 noon et – will the coronavirus and covid-19 finally bring us telehealth? httpurl	UNINFORMATIVE	DATE TIME GPE	wednesday,_april_8/DATE 12_noon/TIME covid-19/GPE
1245678856603746304	"#covidー19 a 90 year old woman dies from #covidー19 in belgium after refusing a ventilator and telling doctors to ""save it for younger patients. her words: “i already had a good life.” #covid #coronaviruspandemic httpurl"	INFORMATIVE	DATE GPE MONEY	90_year_old/DATE belgium/GPE #covid_#/MONEY
1239988251609440262	71 people have died because of coronavirus in the u.k. government chief medical adviser says it will be a result of that figure is kept below 20,000. seems a bit high that.	INFORMATIVE	CARDINAL GPE CARDINAL	71/CARDINAL u.k./GPE 20,000/CARDINAL
1240526032676909056	p.8 household transmission in china, human-to-human transmission of the covid-19 virus is largely occurring in families. the joint mission received detailed information from the investigation of clusters and some household transmission studies, which are ongoing in a number...	UNINFORMATIVE	GPE GPE	china/GPE covid-19/GPE
1241187387381866496	@user i just got laid off today because of the coronavirus. 😒 we're going to go week by week. but, they have tentatively said return to work on the 30th. we shall see.	UNINFORMATIVE	DATE DATE DATE DATE	today/DATE week/DATE week/DATE the_30th/DATE
1245011820680790017	all 10 staffs of kath whose samples were taken for testing over coming into contact with covid-19 patient have all tested negative - ohemeng tawiah reports from kumasi. #ekosiisen	INFORMATIVE	CARDINAL PERSON GPE GPE PERSON	10/CARDINAL kath/PERSON covid-19/GPE kumasi/GPE #ekosiisen/PERSON
1241725704753971200	updated: march 22, 2020, 13:52 gmt in the united states coronavirus cases: 26,909 deaths: 349 recovered: 178 httpurl with a death rate of 1.29% compared to the world of 4.3%	INFORMATIVE	DATE TIME GPE CARDINAL CARDINAL CARDINAL PERCENT PERCENT	march_22,_2020/DATE 13:52_gmt/TIME the_united_states/GPE 26,909/CARDINAL 349/CARDINAL 178/CARDINAL 1.29%/PERCENT 4.3%/PERCENT
1244623507771850757	@user fu asswipe. potus spent 6 weeks twiddling his thumbs. you has his enablers are responsible for all americans that died from the #coronavirus.	UNINFORMATIVE	ORG DATE NORP	potus/ORG 6_weeks/DATE americans/NORP
1247095229225844736	esperanza! speranza! espérer! hope!🇪🇸🇮🇹🇫🇷🇬🇧#europe’s 4 worst-hit countries reported declines in the pace of coronavirus deaths; latest from #spain #italy #france #uk suggest that containment measures are having an effect @user reports httpurl via @user	UNINFORMATIVE	PERSON PERSON PERSON PERSON NORP GPE MONEY CARDINAL MONEY GPE	esperanza/PERSON speranza/PERSON espérer/PERSON hope!/PERSON 🇸/NORP 🇬/GPE 🇧#europe/MONEY 4/CARDINAL #spain_#italy_#france_#/MONEY uk/GPE
1239625083506831360	. . . anyone with concerns about their health in relation to suspected novel coronavirus, should go to nhs 111 online and follow phe advice. information is changing constantly so please visit our statement page and check your uni emails for updates httpurl	UNINFORMATIVE	ORG ORG	nhs_111/ORG uni/ORG
1236160831865286658	"a gop dowager with more dollars than sense boasted to ryan seacrest of blowing $5000 on lowe's entire inventory of masks. ""what about everybody else?"" he asked. good thing nobody really dies from those who'd make a killing selling masks. capitalism at its most obscene #covid19"	UNINFORMATIVE	ORG PERSON MONEY ORG	gop/ORG ryan_seacrest/PERSON 5000/MONEY lowe/ORG
1236629033103679488	mccy will support the arts and cultural sector during covid-19 and prepare them for the post-disease recovery. til 30 june, arts and culture activities at our national cultural institutions will receive a 30% subsidy to help cover venue rental and associated costs. httpurl	UNINFORMATIVE	ORG GPE DATE PERCENT	mccy/ORG covid-19/GPE 30_june/DATE 30%/PERCENT
1246039198605418498	#coronavirus live @user #spain records first drop in daily death toll as #wuhan residents told to stay indoors httpurl	UNINFORMATIVE	CARDINAL ORG ORDINAL DATE	#/CARDINAL @user/ORG first/ORDINAL daily/DATE
1248891648064417792	a sad day to confirm two deaths linked to #covid19 in nz and both men died without their families by their side. there’s calls to test everyone working in rest homes to be tested in order to stop the spread amongst the most vulnerable. ⁦@user httpurl	INFORMATIVE	CARDINAL GPE	two/CARDINAL nz/GPE
1241312967192276992	hong kong leader, carrie lam, describe local #coronavirus situation as “dire” and promises to increase support for elderlies and disabled people during such harsh times. the city saw the high increase in confirmation yesterday. adding 48 cases, the number totalled 256 yesterday. httpurl	INFORMATIVE	GPE PERSON DATE CARDINAL CARDINAL DATE	hong_kong/GPE carrie_lam/PERSON yesterday/DATE 48/CARDINAL 256/CARDINAL yesterday/DATE
1236988644633829377	wuhan keting temporary hospital, one of the largest in the city, closed after all patients were either discharged or moved to other hospitals. the cultural building complex was converted into a hospital within 3 days to treat novel #coronavirus patients with mild symptoms. httpurl	UNINFORMATIVE	ORG CARDINAL DATE	wuhan_keting_temporary_hospital/ORG one/CARDINAL 3_days/DATE
1236611299737403393	shamkhani, #iran's supreme national security council secretary just told iraq that they were ready to help them in dealing with #covid19. even while 2000+ iranians have died due to the regime's incompetence, hospitals are overcapacity, &amp; people are collapsing on the streets. httpurl	INFORMATIVE	ORG GPE ORG GPE CARDINAL NORP ORG	shamkhani/ORG iran/GPE supreme_national_security_council/ORG iraq/GPE 2000/CARDINAL iranians/NORP &amp/ORG
1249651488064000001	jenny mcgee is a nurse who helped bo jo the clown, she's from new zealand the far right need to think about that the next time they go on one of their little nazi walks! new zealand who only have 4 covid19 deaths. they got it right 👍🏻 #covid19	INFORMATIVE	PERSON PERSON GPE CARDINAL NORP GPE CARDINAL MONEY	jenny_mcgee/PERSON bo_jo/PERSON new_zealand/GPE one/CARDINAL nazi/NORP new_zealand/GPE 4/CARDINAL 🏻_#covid19/MONEY
1237111907099783168	just last week, gaetz received pushback for wearing a gas mask on the house floor while considering coronavirus funding. now, he's entered self-isolation and has been tested for #covid19 after coming into contact with a confirmed patient. read w/ @user httpurl	INFORMATIVE	DATE ORG ORG	just_last_week/DATE gaetz/ORG house/ORG
1251450827132350464	a man that muzzled the min. of health, returned from a country with over 3000 cases of covid19, and did not practise social distancing; putting people at risk. bashir is already saying he sacrificed his life for us. if we keep quiet, these people will turn abba kyari into a saint	INFORMATIVE	CARDINAL PERSON PERSON	3000/CARDINAL bashir/PERSON abba_kyari/PERSON
1241600568294084609	as of writing this, msdh has reported they have tested 770+ people with 140 positive covid-19 cases .. a jump up of 60 from friday-saturday.. and now the coast law enforcement is trying to get the coast to have a 24hr curfew for 2 weeks!! prepare my fellow coast peoples!!!!	INFORMATIVE	ORG CARDINAL CARDINAL CARDINAL DATE DATE	msdh/ORG 770/CARDINAL 140/CARDINAL 60/CARDINAL friday-saturday/DATE 2_weeks/DATE
1250917234194755585	i feel sadness today. i have experienced this previously, but this is a new kind today. i realize that 2020 could be one of the most painful years. not because of coronavirus deaths &amp; loss of jobs, though, yes. but i realized a different sadness today. httpurl	UNINFORMATIVE	DATE DATE DATE DATE DATE	today/DATE today/DATE 2020/DATE the_most_painful_years/DATE today/DATE
1245955413088092160	china ‘selling coronavirus masks to highest bidders in the west after stockpiling two billion before crisis escalated’ #blamechina #chinaliedpeopledied httpurl	UNINFORMATIVE	GPE CARDINAL	china/GPE two_billion/CARDINAL
1245816363815448576	300,000 of the masks have been pledged to new york state, which has the most coronavirus cases in the country. espn httpurl	UNINFORMATIVE	CARDINAL GPE ORG	300,000/CARDINAL new_york/GPE espn/ORG
1236088846451789825	the american israel public affairs committee warned congress, the trump administration and activists among others that at least two people who attended the lobby’s policy conference earlier this week have tested positive for the #coronavirus. httpurl	INFORMATIVE	ORG ORG CARDINAL DATE	congress/ORG the_trump_administration/ORG at_least_two/CARDINAL earlier_this_week/DATE
1241526805867216896	lots of awful #covid_19 news today from around the world, italy my heart goes out to you! 😔 🇮🇹. uk, in the last 24hrs we’ve had 1035 new confirmed cases, a 20% increases in a single day! unless we stop social contact increases will continue! #stayathome httpurl	INFORMATIVE	ORG DATE GPE ORG GPE DATE CARDINAL PERCENT DATE	covid_19_news/ORG today/DATE italy/GPE 😔_🇮🇹/ORG uk/GPE the_last_24hrs/DATE 1035/CARDINAL 20%/PERCENT a_single_day/DATE
1241488894841012225	"🔷 north caldwell nj - 1 new patient / total: 4 from north caldwell mayor alessi: march 21, 2020 ...""we have been advised by the health officer of an additional positive covid-19 test of a north caldwell resident. ... we currently have four confirmed cases."" #covid19nj"	INFORMATIVE	PERSON CARDINAL GPE PERSON DATE DATE GPE CARDINAL	🔷_north_caldwell/PERSON 4/CARDINAL north_caldwell/GPE alessi/PERSON march_21,_2020/DATE covid-19/DATE north_caldwell/GPE four/CARDINAL
1241188238183759873	there are now 353 confirmed cases of coronavirus in central america. panama &amp; costa rica both had significant increases. the latter recorded its second fatality. belize: 0 costa rica: 113 (2) el salvador: 1 guatemala: 13 (1) honduras: 24 nicaragua: 2 panama: 200 (1) httpurl	INFORMATIVE	CARDINAL LOC ORG GPE ORDINAL GPE CARDINAL GPE CARDINAL CARDINAL GPE CARDINAL CARDINAL CARDINAL GPE CARDINAL GPE CARDINAL GPE CARDINAL CARDINAL	353/CARDINAL central_america/LOC panama_&amp/ORG costa_rica/GPE second/ORDINAL belize/GPE 0/CARDINAL costa_rica/GPE 113/CARDINAL 2/CARDINAL el_salvador/GPE 1/CARDINAL 13/CARDINAL 1/CARDINAL honduras/GPE 24/CARDINAL nicaragua/GPE 2/CARDINAL panama/GPE 200/CARDINAL 1/CARDINAL
1241631139242086402	i have a kuwaiti friend who's back in kuwait waiting for his papers to come back here &amp; get masters in pharmacology. kuwait currently has 130 confirmed cases of covid-19. beginning monday they're bringing back 50k kuwaitis who've been in countries around the globe. he's freaked.	INFORMATIVE	NORP GPE ORG GPE CARDINAL GPE DATE CARDINAL NORP	kuwaiti/NORP kuwait/GPE &amp/ORG kuwait/GPE 130/CARDINAL covid-19/GPE monday/DATE 50k/CARDINAL kuwaitis/NORP
1236167676801630209	@user @user @user do we have any #covidー19 cases in the hospital yet? like in the waiting area on the chairs. you would have treat every patient like they have mrsa &amp; cavi wipe everything several times daily. hospitals clinics nursing homes are petri dishes @user @user @user httpurl	UNINFORMATIVE	ORG ORG DATE	mrsa_&amp/ORG cavi/ORG daily/DATE
1236113289983164419	🇰🇷 está controlando el virus: south korea reported another 174 covid-19 cases today, bringing the total to more than 6,700. the number of deaths remain unchanged at 44: httpurl	INFORMATIVE	GPE CARDINAL DATE CARDINAL CARDINAL	south_korea/GPE 174/CARDINAL today/DATE more_than_6,700/CARDINAL 44/CARDINAL
1240696270932459520	we know people are experiencing tremendous economic pressure due to #covid19. to help, nys will direct mortgage payments be waived for 90 days based on financial hardship (w/ no late fees &amp; no negative impact on credit). we will help new yorkers suffering financially. httpurl	UNINFORMATIVE	GPE DATE NORP	nys/GPE 90_days/DATE new_yorkers/NORP
1236130394346524673	cnbc can confirm a memo went out to nba teams advising them to develop contingency plans should coronavirus worsen. this includes preparing for games without spectators, temperature checks for players, communications w/ fans, preparing what this could mean for payroll, etc	UNINFORMATIVE	ORG ORG ORG	cnbc/ORG nba/ORG w//ORG
1245731415582482433	recently updated @user guidelines mean uk breast cancer surgeries will face a number of changes due to covid-19. we've already heard from several surgeons that some breast services will need to be moved to smaller day-case units to free up space in large hospitals. (2/7)	UNINFORMATIVE	ORG GPE CARDINAL	@user/ORG covid-19/GPE 2/7/CARDINAL
1248861510388068352	people in new york who have died from the coronavirus and not been claimed by anyone could be buried on hart island, east of the bronx. no words, only💔 #covidー19 #prayfortheworld 🇺🇸 httpurl	UNINFORMATIVE	GPE LOC GPE	new_york/GPE hart_island/LOC bronx/GPE
1242109185665331200	good news: barr says john durham’s russia investigation persists during coronavirus outbreak httpurl #trump2020 #storm	UNINFORMATIVE	PERSON PERSON GPE MONEY	barr/PERSON john_durham/PERSON russia/GPE #trump2020_#/MONEY
1238948014208811009	in a week, almost half of african countries have reported a case.schools and borders closed. lives lost , a child in south africa testing positive.recoveries reported. #covid19 #covidー19 #coronainkenya #coronavirusupdates photo courtesy @user httpurl	INFORMATIVE	DATE CARDINAL NORP GPE MONEY	a_week/DATE almost_half/CARDINAL african/NORP south_africa/GPE #covid19_#covidー19_#/MONEY
1246885613787394049	according to the univ. of washington, the average time spent on a ventilator for a covid-19 patient is ten days. this would mean that over a revolving ten-day period, 4,000 of their 12,000 ventilators are currently in use in new york state. httpurl	UNINFORMATIVE	GPE GPE GPE DATE DATE CARDINAL CARDINAL GPE	univ./GPE washington/GPE covid-19/GPE ten_days/DATE ten-day/DATE 4,000/CARDINAL 12,000/CARDINAL new_york/GPE
1236096963520507904	big 4 accounting firm deloitte confirms employee in net lima plaza building has coronavirus: we're giving full support httpurl #bilyonaryofeatures #deloitte #coronavirus #covid19 #ncov #netlimaplaza httpurl	INFORMATIVE	CARDINAL ORG FAC MONEY MONEY	4/CARDINAL deloitte/ORG lima_plaza/FAC #bilyonaryofeatures_#deloitte_#/MONEY #covid19_#/MONEY
1245899883082473472	me explaining to my son 20 years from now how covid-19 was actually a viral weapon the government created for population control but they lost control of it and ended up killing themselves so we should never shop at foot locker because jeffrey epstein didn't kill himself. httpurl	UNINFORMATIVE	DATE DATE PERSON	20_years_from_now/DATE covid-19/DATE jeffrey_epstein/PERSON
1243452232231723009	"@user @user @user @user @user however, we do know that the vast majority of covid deaths are for people over 60. but you're going to make up excuses for why obama's response was relatively non-existent while 100 kids died for 6 months before he declared a national emergency? ""yeah but obama was so cool!"""	UNINFORMATIVE	NORP CARDINAL PERSON CARDINAL DATE PERSON	covid/NORP 60/CARDINAL obama/PERSON 100/CARDINAL 6_months/DATE obama/PERSON
1236118785985327104	#breakingnews #nebrsaka has it's first confirmed case of #coronavirus. she's a 36-year old from #omaha who recently traveled to the uk. @user with what we know about the person who is infected. httpurl	INFORMATIVE	PERSON ORDINAL DATE ORG GPE	#breakingnews_#nebrsaka/PERSON first/ORDINAL 36-year_old/DATE omaha/ORG uk/GPE
1247251037544726530	governor charlie baker says 100 ventilators sent to ma from the federal stockpile will be distributed to community hospitals and academic centers starting today. #covid19	UNINFORMATIVE	PERSON CARDINAL PERSON DATE	charlie_baker/PERSON 100/CARDINAL ma/PERSON today/DATE
1247101855856918529	covid19 india update : nurses who tested + #covid_19 have been shifted hospital frm their quarters in vile parle, two of infected doctors are admitted in sevenhills &amp; 1in sl raheja hospital. swab samples of more than 270 hospital staff and some patients have been sent for tests	INFORMATIVE	ORG CARDINAL GPE CARDINAL ORG CARDINAL ORG CARDINAL	covid19_india/ORG #/CARDINAL parle/GPE two/CARDINAL sevenhills_&amp/ORG 1/CARDINAL sl_raheja_hospital/ORG more_than_270/CARDINAL
1236079182662250503	following the collapse in oil demand due to the coronavirus outbreak, opec has tentatively agreed to cut production by an additional 1.5 million barrels a day. it's unclear whether countries outside opec, including russia, will agree on the cut. httpurl	UNINFORMATIVE	ORG QUANTITY ORG GPE	opec/ORG an_additional_1.5_million_barrels/QUANTITY opec/ORG russia/GPE
1241041060199051264	breaking news: gov. andrew cuomo issues 'most drastic' order yet for all non-essential workers to stay home after 3,000 new coronavirus cases are confirmed - bringing total to 7,102 in the state of new york via httpurl httpurl	INFORMATIVE	PERSON CARDINAL CARDINAL GPE	andrew_cuomo/PERSON 3,000/CARDINAL 7,102/CARDINAL new_york/GPE
1241733407383715842	here is the latest info from @user on the #covid19 case count in #yqg to date: * 2 confirmed cases * 352 individuals tested * 194 tests pending anyone returning home from travel outside of canada must #selfisolate for a period of 14 days. everyone else, #socialdistance! httpurl	INFORMATIVE	ORG MONEY CARDINAL CARDINAL CARDINAL GPE DATE PERSON	@user/ORG #yqg/MONEY 2/CARDINAL 352/CARDINAL 194/CARDINAL canada/GPE 14_days/DATE #socialdistance/PERSON
1245740781924749313	coronavirus has caused 70 deaths at croydon university hospital, while 140 patients have since recovered and 150 are currently being treated for the disease httpurl	INFORMATIVE	CARDINAL ORG CARDINAL CARDINAL	70/CARDINAL croydon_university_hospital/ORG 140/CARDINAL 150/CARDINAL
1244438017680556033	pm 'cares' but what happened to the pm's national relief fund? modiji seems to have only 1 issue how to brand &amp; use media for 1 purpose even at these trying period covid 19 sad @user @user @user @user @user @user httpurl	UNINFORMATIVE	PERSON TIME PERSON CARDINAL ORG CARDINAL PERSON	pm/PERSON pm/TIME modiji/PERSON only_1/CARDINAL &amp/ORG 1/CARDINAL covid_19_sad/PERSON
1239635644395278338	at doctor’s office now w lily. fingers crossed and prayers please for negative covid-19 test results httpurl	UNINFORMATIVE	PERSON	fingers/PERSON
1240710909451853829	@user @user 1. where does one get tested for covid19? 2. 104 is not reachable from any popular mobile network... is it a bsnl only number? 3. if patient suspects covid, should she go to some hospital? public? private? please advice urgently.	UNINFORMATIVE	CARDINAL CARDINAL CARDINAL CARDINAL NORP	1/CARDINAL one/CARDINAL 2/CARDINAL 3/CARDINAL covid/NORP
1235596429860548608	"httpurl must agree w/ trump, ""the 3.4% corona mortality rate by who is a false number [arbitrary, willful]; it's my impression based on conversations i've had w/ a lot of people t/ many who contract the coronavirus will recover quickly w/o even seeing a doctor."""	UNINFORMATIVE	PERSON PERCENT PERSON	trump/PERSON 3.4%/PERCENT t//PERSON
1245764299303391232	"ontario premier doug ford has just promised a full briefing tomorrow, on where ontario was with covid-19 cases, where it is now, and where it could be. says ""you deserve the same information that i have"", even if it's hard to hear."	UNINFORMATIVE	GPE PERSON DATE GPE GPE	ontario/GPE doug_ford/PERSON tomorrow/DATE ontario/GPE covid-19/GPE
1247152970459987974	the first ottawa hospital employee who tested positive for covid-19 worked as a respiratory therapist. since then two more rt’s tested positive in march. thats part of the reason why dave swift delayed his retirement - he knows he’s needed on the front line httpurl	INFORMATIVE	ORG GPE CARDINAL ORG DATE PERSON	first_ottawa_hospital/ORG covid-19/GPE two/CARDINAL rt/ORG march/DATE dave_swift/PERSON
1241274569106825216	please bookmark my #coronavirus info page for #westdorset which is updated daily. it includes the latest coordinated community response updates from @user and @user case tracker: httpurl httpurl	UNINFORMATIVE	DATE ORG ORG PERSON	daily/DATE @user/ORG @user/ORG tracker/PERSON
1247413782948622337	@user thank u so much 4 ur message they r appreciated. pls take care of yourself and your family. this crazy lady is 🙏 no positive #covid19 4 u &amp; ur's. i guess i should put myself in that 🙏. #lockeddowncrazy #stayingsafe	UNINFORMATIVE	CARDINAL PERSON	4/CARDINAL #lockeddowncrazy_#stayingsafe/PERSON
1236148416729747456	wang weiwu, a doctor with a background in both traditional chinese and western medicine, has developed a #tcm prescription that is helping xianning, hubei province, achieve high recovery rates among novel #coronavirus patients. #covid19	UNINFORMATIVE	PERSON NORP ORG GPE GPE CARDINAL	wang_weiwu/PERSON chinese/NORP tcm/ORG xianning/GPE hubei_province/GPE #/CARDINAL
1246970498283601920	some sadness, some hope in the latest houston numbers. new houston numbers for covid-19 show there have been 72 recoveries. meanwhile, mayor turner announced another death to be a man in his 60s with underlying conditions. httpurl httpurl	INFORMATIVE	GPE GPE GPE CARDINAL PERSON DATE	houston/GPE new_houston/GPE covid-19/GPE 72/CARDINAL turner/PERSON his_60s/DATE
1246847179701940224	#mumbai #firebrigade personnel lit earthen lamps today. india switched off all the lights for 9 minutes at 9 pm today &amp; just lit a candle, 'diya', or flashlight, to mark india's fight against #coronavirus as per the appeal of pm narendra modi. httpurl	UNINFORMATIVE	ORG DATE GPE TIME TIME DATE ORG GPE PERSON	#mumbai_#firebrigade/ORG today/DATE india/GPE 9_minutes/TIME 9_pm/TIME today/DATE &amp/ORG india/GPE narendra_modi/PERSON
1236426778429685760	morrison stuffed up the #bushfires, now he's stuffing up the recovery he's lied about the 'notional' $2 billion recovery fund so, australians are right to have very little faith in his ability to handle the #coronavirus response 🐝 #auspol #insiders	UNINFORMATIVE	MONEY NORP	$2_billion/MONEY australians/NORP
1244196826728759296	a former #french minister has became the most senior politician in #europe to die of #coronavirus. patrick devedjian, president of the hauts-de-seine departmental council, succumbed to the #covid19, 3 days after tweeting that he was ‘tired but stable’. httpurl	INFORMATIVE	NORP GPE PERSON ORG DATE	french/NORP #europe/GPE patrick_devedjian/PERSON the_hauts-de-seine_departmental_council/ORG 3_days/DATE
1241191837198680066	meet the heroes of the #coronaviruspandemic #doctor, #nurse, #pharmacist, #technician, #medicalstaff, or #firstresponders of any kind - we salute you!! #behindtherxcurtain	UNINFORMATIVE	PERSON PERSON PERSON MONEY	#nurse/PERSON #technician/PERSON #medicalstaff/PERSON #firstresponders/MONEY
1247714685899718657	been watching cnn for a couple of hours now and have watched the u.s. death rate from covid19 go up almost 250 in those few hours. but yet trump is telling everyone they’re on top of it and it’s getting better. 250 souls gone in bout 3 hours guys???? seriously????	INFORMATIVE	ORG TIME GPE CARDINAL TIME CARDINAL TIME	cnn/ORG a_couple_of_hours/TIME u.s./GPE almost_250/CARDINAL those_few_hours/TIME 250/CARDINAL 3_hours/TIME
1245841047088959488	"📣 new podcast! ""the spin - april 2, 2020 - player drafting process, movie releases x covid19 &amp; avoid getting stiff"" on @user #badback #barrydavis #baseball #brampton #coronavirus #covid19 #drafting #entertainment #michellesturino #mississauga httpurl"	UNINFORMATIVE	DATE ORG PERSON MONEY MONEY	spin_-_april_2,_2020/DATE x_covid19_&amp/ORG #badback_#barrydavis/PERSON #covid19_#/MONEY #michellesturino_#mississauga/MONEY
1249034530536804352	"america at a texas nursing home a physician started giving the anti-malaria drug hydroxychloroquine to dozens of elderly patients diagnosed with covid-19 and tracking the outcomes in what he's calling an ""observational study."" none died! httpurl"	UNINFORMATIVE	GPE GPE CARDINAL GPE	america/GPE texas/GPE dozens/CARDINAL covid-19/GPE
1245759425421377538	coronavirus live updates: supplies dwindle as states report swelling caseloads by unknown author via nyt httpurl	UNINFORMATIVE	ORG	nyt/ORG
1245803403361615874	turkey recorded its biggest daily rise in the number of deaths connected with the coronavirus on thursday, with the death toll rising from 277 to 356 httpurl	INFORMATIVE	GPE DATE DATE CARDINAL CARDINAL	turkey/GPE daily/DATE thursday/DATE 277/CARDINAL 356/CARDINAL
1246197579131518976	the worst #coronavirus outbreak in maryland is at pleasant view nursing home in mt. airy; a sixth patient just died. here’s the release from carroll county ⬇️ @user httpurl	INFORMATIVE	GPE GPE ORDINAL GPE	maryland/GPE mt/GPE sixth/ORDINAL carroll_county/GPE
1241315339088080896	yesterday in ghana on #coronavirusupdate &gt;&gt;&gt; 16 cases &lt;&lt;&lt; 8 recovery today &gt;&gt;&gt; 19 cases wtf! ...is going on	INFORMATIVE	DATE GPE ORG CARDINAL CARDINAL DATE CARDINAL	yesterday/DATE ghana/GPE #coronavirusupdate_&gt;&gt;&gt/ORG 16/CARDINAL 8/CARDINAL today/DATE 19/CARDINAL
1236095383685787650	importance of testing and understanding the denominator in #covidー19 - king county, wa, usa 58 cases, 12 deaths cfr = 20.7% south korea 6593 cases, 42 deaths cfr = 0.6% httpurl	INFORMATIVE	MONEY GPE GPE CARDINAL ORG PERCENT DATE CARDINAL ORG PERCENT	#covidー19_-/MONEY wa/GPE usa_58/GPE 12/CARDINAL cfr/ORG 20.7%/PERCENT 6593/DATE 42/CARDINAL cfr/ORG 0.6%/PERCENT
1246014042025664512	uk coronavirus cases 'could hit plateau in 2 to 3 weeks', says top health official httpurl	UNINFORMATIVE	GPE DATE	uk/GPE 2_to_3_weeks'/DATE
1243290900891041792	how about @user begin with letting family members know he’s sorry for their loss. families of all 1,117 people who have died thus far from #covid and those currently fighting for their lives. but no, instead we hear rambling about fake news. #bealeader	INFORMATIVE	CARDINAL	1,117/CARDINAL
1244906418165157888	@user @user senator tweet after meeting with trump administration officials feb 5, 2020 asking them to request funding for the upcoming coronavirus crisis. they said they didn’t need any. now there is no extra ppe and a shortage of ventilators. trump failure!	UNINFORMATIVE	ORG DATE	trump_administration/ORG feb_5,_2020/DATE
1241177932535484418	@user @user .@user sorry u &amp; wife couldn’t get to the us because of covid19 &amp; then fly back to nz from houston, but we will give you a credit to fly back from houston another time within a year of when you booked. how on earth can we do that?just give us a credit to use to fly anywhere!	UNINFORMATIVE	ORG GPE ORG GPE GPE GPE DATE	u_&amp/ORG us/GPE covid19_&amp/ORG nz/GPE houston/GPE houston/GPE a_year/DATE
1241402332870586375	most of the dead, for instance in italy, had a median age of 80, have not seen one autopsy yet of a patient that died because of #covidー19 and most men that died were smokers with bad lungs already that would have eventually died anyway	UNINFORMATIVE	GPE DATE CARDINAL	italy/GPE a_median_age_of_80/DATE one/CARDINAL
1249358701430837248	the us has overtaken italy as the country with the highest coronavirus death toll - 20,000+. but europe as a whole is still way ahead, with 75,000 deaths, and about 2x the population httpurl	INFORMATIVE	GPE GPE LOC CARDINAL CARDINAL	us/GPE italy/GPE europe/LOC 75,000/CARDINAL about_2x/CARDINAL
1236136206817275906	@user the media should not quote him - they must call out his lies. biogen in mass. had a conference and 6-7 attendees have tested positive for #covidー19. employees were instructed not to go to mass general hospital. they won’t be tested &amp; will be sent off. too few tests	INFORMATIVE	ORG GPE CARDINAL ORG	biogen/ORG mass./GPE 6/CARDINAL &amp/ORG
1242372015048331264	@user tb is not the coronavirus. and last time i checked tb wasn’t raging through the us and europe. don’t reduce this to whataboutery. anyway i think you must be a bit dim to be a swiss. i suspect you’re more likely to be moscow_ivan. cheerio.	UNINFORMATIVE	ORG ORG GPE LOC NORP	tb/ORG tb/ORG us/GPE europe/LOC swiss/NORP
1236487675378614272	john hopkins interactive covid 19 map and data … apart from it being very good - is also interesting in that it includes numbers for recoveries. some learnings from ratios country by country? (accepting that it almost certainly is not a full set.) httpurl	UNINFORMATIVE	PERSON ORG	john_hopkins/PERSON covid_19/ORG
1241172660802985992	‘god help us’: viewers horrified after watching trump repeatedly undercut fauci at covid-19 briefing - httpurl	UNINFORMATIVE	PERSON DATE	trump/PERSON covid-19/DATE
